video_id,comment
NnqTib39sao,"Salam serumpun melayu.
Salam dari Indonesia.

22/04/2022"
NnqTib39sao,sedar x sedar dah tak lama lagi Ramadhan akan tinggalkan kita untuk tahun 2022
NnqTib39sao,berapa tahun dah setiap nak raya mesti pasang lagu ni best sesangat 🥲. teringat zaman zaman kecil dulu
NnqTib39sao,2022/21.4./11.33
NnqTib39sao,Siap tahun Raya mesti play lagu Raya ni tk jemu dengar .
NnqTib39sao,❤❤❤❤
NnqTib39sao,2022 here lagi beberapa minggu lagi nak raya yeayy
NnqTib39sao,SEMOGA TAHUN NIII KITA SEMUA BERAYA DENGAN ORG TERSAYANG
NnqTib39sao,"Bnyk bnyk lgu raya zaman sekarang,, lagu lama jugak layan 😊😊 lagu dulu Aura dia lainn 😢bila. Dengar.  Penuh rasa suasana Hari Raya hmm ❤❤❤2022,"
NnqTib39sao,2022 hadirrrr
NnqTib39sao,Raya 2022
NnqTib39sao,2022 masih ada kah ni
NnqTib39sao,20/4/22 ✨
NnqTib39sao,Betul.. Betul.. Betul.. selamat hari raya.. 🙏
NnqTib39sao,"Best lagu nie, sweet & simple."
NnqTib39sao,Like skit yg dngr ditahun 2022 haha
NnqTib39sao,2022 lagu ni masih diingati
NnqTib39sao,Tk sangka dh nk raya macam cepat je mase berlalu dulu kecik ii suke dengar lagu ni😂😂😂
NnqTib39sao,Siapa tinggu lgu nie di tahun 2022 kita sma😂
NnqTib39sao,Siapa 2022 masih dengar lagu ni? Cepat muncul.. mood raya dah maii oii..
NnqTib39sao,I like this raya song so much...very catchy
NnqTib39sao,2022 🙋 Alhamdulillah.. tahun ni kita dapat berkumpul dengan keluarga setelah 2 tahun kita tak dapat berkumpul 😍😍😍
NnqTib39sao,In sya Allah raya tahun ini akan meriah macam tahun tahun Yang sebelomnya.aamiin
NnqTib39sao,Sedap  lagu
NnqTib39sao,Yang buat lirik ni org sabah...best lagu ni...lagu raya baru  yg best stakat ni
NnqTib39sao,Antara lagu raya baru yg dapat feel raya bila didengar. 👏
NnqTib39sao,Tahun 2022 sape tengok kita Geng
NnqTib39sao,Lgi berapa minggu je nk raya😆❤️
NnqTib39sao,15.04.2022😍
NnqTib39sao,hi 2022 masih tgk ni hihi]
NnqTib39sao,Bestnyee lagu ni..8 tahun dh berlalu😌😌
NnqTib39sao,Lagu fav untuk hari raya..2022
NnqTib39sao,2022 12/4🥰🥰
NnqTib39sao,Alhamdulillah tahun ni dapat beraya dgn full family 🥰🥰aku doakan korang pon sama
NnqTib39sao,Kan dh nk raya ni best aa dengar
NnqTib39sao,seronok kan laju dulu tngok hiburan best.. skrang tah apa2 slow 😍😍👍👍
NnqTib39sao,",2022 💪🏻💪🏻💪🏻🤣🤣🤣"
NnqTib39sao,I'm from Wakanda and love this song. WAKANDA FOREVER!
NnqTib39sao,Sapa dh start dengar lagu ni 2022
NnqTib39sao,Siap2 raya dah menjelang tiba untuk di tahun 2022 mari raikkan bersama
NnqTib39sao,2022
NnqTib39sao,"Laug ni best sangat2... waktu sekolah menengah form 2, lagu ni la pakai untuk persembahan sempena Hari raya... persembahan dengan kawan.... saya berlakon sbg lelaki bersongkok hahahah. Rindu sangat2...... memang memory la"
NnqTib39sao,I love this song.. Selamat Hari Raya.. jemput datang kat anfield nanti ye..
NnqTib39sao,"From 2022🗿, but still putar lagu ni 🎧❤️"
NnqTib39sao,2022 hadir🙋🏻‍♂️bru 5 hri puasa dh lyan lgu rya hehe geng angkt tngn skit
NnqTib39sao,1:27
NnqTib39sao,Tak tahu kenapa dalam banyk banyak lagu raya yang moden punya ini lah lagu buat aku semangat nak raya hahaha
NnqTib39sao,Aku blh ckp lagu raya yg Bru yg nie la pling sdap aku dgr..Salam Ramadhan 2022..semoga 2022 nie kita dpt braya mcm thun2 sblmnya hadir covid-19..balas dendam 2 thun braya pkp..hadir support anak 90an..✅
NnqTib39sao,2022
NnqTib39sao,Video klip raya ni tlah di buat di kampung jenjarom..kampungky kebanggaanku
NnqTib39sao,puasa kdua tahun ni..4april 2022 .. fav lagu raya ever....
NnqTib39sao,Sapa suka dengar lagu ni dari 2018
NnqTib39sao,Ramadhan 2022 nih msh dengar lagu ini🥰
NnqTib39sao,"Jom layan Lagu 'Ullasa Aidilfitri'  Yang Juga Berjaya Mencipta Rekod Di Malaysia Book Of Records - Nyanyian Dr.Azahar & Balqiz https://youtu.be/TNwvMEBCqhY
Jom Kongsi & Like 👍🏻 #SupportOrangKita
(Lagu Hari Raya Aidilfitri Tamil Pertama Di Malaysia)"
NnqTib39sao,Semoga kita di permudahkan kita beraya tahun 2022 ni🥰
NnqTib39sao,Minta' rayatahun inibuwi slamadsmuwa
NnqTib39sao,Dyegi dcnidh❤efmdgo dgmsetp🎉egmo
NnqTib39sao,1st day sebelum puasa 2022 😂 sebab teringat
NnqTib39sao,Mood raya on
NnqTib39sao,Yayyy raya
NnqTib39sao,wiii rayaaaa
NnqTib39sao,siapa tengok 2022 sep sikit🤣😝 vibes raya kalini lain skit sebab dapat balik kg inshaAllah after 2 years pkp we cannot back to hometown. Btw selamat menyambut puasa 4 hari lagi ! Jom ambik vibes raya tu
NnqTib39sao,5 hri lgi nk puasa hrap2 raya thun ni x pkp la😭😭
NnqTib39sao,tak lama lagi nak puasa 🙂
NnqTib39sao,Lagu raya paling Best
NnqTib39sao,"(28.3.2022) 10.41am sambil menungu barang untuk Di hantar ""AHAD NI BERMULALAH RAMADAN YANG PERTAMA ""Selamat menjalanka ibadah puasa dengan jayanya amin amin ya rabbal alamin"
NnqTib39sao,2022 still dengar 😆❤️
NnqTib39sao,"🎤 ULLASA AIDILFITRI 🎤
Karaoke Available Now 
👇🏻👇🏻👇🏻
https://youtu.be/jQe3toarnyM
Like ➡️ Share ➡️ Subscribe"
NnqTib39sao,Yahooo.... Rayaa!!
NnqTib39sao,sejata apa paling tagam dpik oleh citan.
NnqTib39sao,taun ni bleh raya guys
NnqTib39sao,Wah masih disini pada tahun 2022
NnqTib39sao,x sabar nk raya ><
NnqTib39sao,Tabik dgn neeta kan dia Cristian 🥰
NnqTib39sao,Yeyet raye
NnqTib39sao,sape dtg sbb dh nk raye 😂
NnqTib39sao,2022 🥰
NnqTib39sao,Alhamdulilah
NnqTib39sao,2022 dengar lagi do
NnqTib39sao,Moga ada sinar utk beraya tahun 2022 ni
NnqTib39sao,55555555555555555
NnqTib39sao,2022 hadir ✨✨
NnqTib39sao,sje ambik mood ..bulan depan kan dah start pose dlm endemik
NnqTib39sao,2022 dah nk msuk bulan ramadhan. Agak2 blh blik raya x ?
NnqTib39sao,lambat lagi nak raya ni hmm 🥺🥺
NnqTib39sao,Lagi berapa minggu lagi je nk puasa..aura raya dah datang..SELAMAT MENYAMBUT BULAN RAMADHAN SEMUA BAGI UMAT ISLAM.
NnqTib39sao,2022 ada geng ke ? Tak sabar nk puasa ni 😊
NnqTib39sao,Ya Allah rindunya raya mcm ni 😭...hrp tahun ni raya mcm ni lah
NnqTib39sao,4 dos baru bole balik kg=2022
NnqTib39sao,"Ceria je lagu raya ni. Sesuai utk ank2 muda. Teringat zaman study dulu2.. tak sabar nak blk kg jmp saudara mara kwn2.. btw, neeta you’re so sweet lah🥰"
NnqTib39sao,lovenya suara (/ω＼) 16 tahun hidup bru tahu bukan najwa latif sorang ja yg nyanyi😏😏
NnqTib39sao,Hello kawan2 sy dri masa depan tahun 2022 ❤😂
NnqTib39sao,Simpan 2022❤️🔥 semoga panjang umur🙏
NnqTib39sao,2022
NnqTib39sao,Sedap lagunya. Salam dari INDONESIA
NnqTib39sao,Rindu Nye :((
NnqTib39sao,1 bulan je lagi nk puasa😭😭😭💗💗💗💗
NnqTib39sao,2022 pon still tgk lagi… kalah lagu iman troye yang tah ape ape tu..rindu suasana raya yang lama :)💗
NnqTib39sao,Hi
NnqTib39sao,💪
NnqTib39sao,"Masa keje kt mall, lagu ni asyik berputar je..teringat dulu keje mall sebelum COVID-19"
NnqTib39sao,Creed cc be.k no
NnqTib39sao,Sumpah rindu abissssss...
NnqTib39sao,Nak balik kampung and raya mcm dulu 🥺
NnqTib39sao,rakaman kat mana abang-abang. Kelantan ke?
NnqTib39sao,❤️
NnqTib39sao,Saya dari masa depan thn 2022 dapat raya
NnqTib39sao,2022 masih setia mendegar nya 🥰
NnqTib39sao,hiyah
NnqTib39sao,"Everyone 2022...say hai 🙋

23/01/2022
Mudah2han raya Kali ini bermakna buat kita semua.
In shaa Allah.. Aamiin"
NnqTib39sao,"Lagu ni viral 2020 biarpun pkp time tu, tpi kenangan terawih ngan solat raya ramai ii sama keluarga di rumah tkkan pernah hilang di ingatan 😩😩"
NnqTib39sao,Miss ❤️
NnqTib39sao,2022 ada yang tengah layan tak lagu ni 😆 harap dapat lah kite beraya tahun ni. Aminn 🥺
NnqTib39sao,DjfjdgdjfjdudjdekeudjdkfjdudjdudjdjdjdjdJdudjdjdmjd
NnqTib39sao,SERIOUSLA 8 YEARS AGO??! 😭
NnqTib39sao,"Walaupun lagu raya ni versi modern,tapi lagi best yg skrng ntah pape..."
NnqTib39sao,SApe tengok  lagu raya🥰🥰🥰
NnqTib39sao,Rindunya hari raya Aidilfitri 😊🤲🤲🥰😂
NnqTib39sao,#StandbyHariRaya2022😘😘😘
NnqTib39sao,Amik Mood Dulu Tuk Raya Tahun Ni Huhuhu Dgr Cite Raya Tahun Ni Pun Sama Mcm Tahun Lepas🥺😭
NnqTib39sao,Selangor
NnqTib39sao,Hmmm anda pasti...  Omnicorn menanti
NnqTib39sao," @kucingcat9385  saya pasti, saya dari masa depan juga 😄"
NnqTib39sao,"vibes raya sebenar ada dalam lagu ni , memang sendu dengar lagu ni"
